target,branch_id,file,function,line,col,side,source_line,n_decisive_pairs,decisive_pairs,involved_fuzzers,naive_resolved,naive_blocked,naive_unreached,cmplog_resolved,cmplog_blocked,cmplog_unreached,value_profile_resolved,value_profile_blocked,value_profile_unreached,value_profile_cmplog_resolved,value_profile_cmplog_blocked,value_profile_cmplog_unreached,max_prob_div,max_dur_div,max_hit_div
harfbuzz,8837,/src/harfbuzz/src/OT/Layout/GDEF/GDEF.hh,GDEF.hh,692,5,T,    case 2: return this+u.version2.glyphClassDef;,2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":8,""loser_blocked"":10,""prob_div"":0.8,""dur_div"":6.6,""hit_div"":159.2},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":10.15,""hit_div"":714.9}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",0,10,0,8,2,0,0,10,0,10,0,0,1.0,10.15,714.9
harfbuzz,8838,/src/harfbuzz/src/OT/Layout/GDEF/GDEF.hh,GDEF.hh,694,5,F,    default: return Null(ClassDef);,2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":10.45,""hit_div"":1246.6},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.5,""hit_div"":2370.0}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",0,10,0,10,0,0,0,10,0,10,0,0,1.0,11.5,2370.0
harfbuzz,8839,/src/harfbuzz/src/OT/Layout/GDEF/GDEF.hh,GDEF.hh,730,5,T,    case 1: return this+u.version1.ligCaretList;,2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":10.4,""hit_div"":21.7},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.5,""hit_div"":32.4}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",0,10,0,10,0,0,0,10,0,10,0,0,1.0,11.5,32.4
harfbuzz,8840,/src/harfbuzz/src/OT/Layout/GDEF/GDEF.hh,GDEF.hh,732,5,T,    case 2: return this+u.version2.ligCaretList;,2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":9,""loser_blocked"":10,""prob_div"":0.9,""dur_div"":7.05,""hit_div"":3.4},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":10.15,""hit_div"":14.6}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",0,10,0,9,1,0,0,10,0,10,0,0,1.0,10.15,14.6
harfbuzz,8841,/src/harfbuzz/src/OT/Layout/GDEF/GDEF.hh,GDEF.hh,734,5,F,    default: return Null(LigCaretList);,2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":10.45,""hit_div"":25.1},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.5,""hit_div"":47.0}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",0,10,0,10,0,0,0,10,0,10,0,0,1.0,11.5,47.0
harfbuzz,8842,/src/harfbuzz/src/OT/Layout/GDEF/GDEF.hh,GDEF.hh,790,5,T,    case 1: return u.version.to_int () >= 0x00010003u ? this+u.version1.varStore : Null(VariationStore);,2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":10.4,""hit_div"":448.8},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.5,""hit_div"":713.6}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",0,10,0,10,0,0,0,10,0,10,0,0,1.0,11.5,713.6
harfbuzz,8844,/src/harfbuzz/src/OT/Layout/GDEF/GDEF.hh,GDEF.hh,792,5,T,    case 2: return this+u.version2.varStore;,2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":9,""loser_blocked"":10,""prob_div"":0.9,""dur_div"":7.05,""hit_div"":67.4},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":10.15,""hit_div"":288.9}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",0,10,0,9,1,0,0,10,0,10,0,0,1.0,10.15,288.9
harfbuzz,8845,/src/harfbuzz/src/OT/Layout/GDEF/GDEF.hh,GDEF.hh,794,5,F,    default: return Null(VariationStore);,2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":10.45,""hit_div"":515.5},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.5,""hit_div"":1001.4}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",0,10,0,10,0,0,0,10,0,10,0,0,1.0,11.5,1001.4
harfbuzz,8886,/src/harfbuzz/src/hb-array.hh,hb-array.hh,252,12,F,  { return length < hb_min_size (T) ? &Null (T) : reinterpret_cast<const T *> (arrayZ); },2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":9,""loser_blocked"":10,""prob_div"":0.9,""dur_div"":10.25,""hit_div"":16688.0},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.35,""hit_div"":18039.0}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",0,10,0,9,1,0,0,10,0,10,0,0,1.0,11.35,18039.0
harfbuzz,8973,/src/harfbuzz/src/hb-open-file.hh,hb-open-file.hh,486,5,T,    case TrueTag:,2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.25,""hit_div"":15230.8},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.1,""hit_div"":12071.1}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",0,10,0,10,0,0,0,10,0,10,0,0,1.0,11.25,15230.8
harfbuzz,8975,/src/harfbuzz/src/hb-open-file.hh,hb-open-file.hh,489,5,T,    case TTCTag:	return u.ttcHeader.get_face (i);,2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":8,""loser_blocked"":10,""prob_div"":0.8,""dur_div"":7.65,""hit_div"":284.5},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":10.05,""hit_div"":297.4}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",0,10,0,8,2,0,0,10,0,10,0,0,1.0,10.05,297.4
harfbuzz,8977,/src/harfbuzz/src/hb-open-file.hh,hb-open-file.hh,512,5,T,    case CFFTag:	/* All the non-collection tags */,2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":10.35,""hit_div"":14.9},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.05,""hit_div"":390.6}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",0,10,0,10,0,0,0,10,0,10,0,0,1.0,11.05,390.6
harfbuzz,8978,/src/harfbuzz/src/hb-open-file.hh,hb-open-file.hh,513,5,T,    case TrueTag:,2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.45,""hit_div"":398.1},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.1,""hit_div"":329.6}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",0,10,0,10,0,0,0,10,0,10,0,0,1.0,11.45,398.1
harfbuzz,8979,/src/harfbuzz/src/hb-open-file.hh,hb-open-file.hh,514,5,T,    case Typ1Tag:,2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.1,""hit_div"":359.7},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":9.9,""hit_div"":40.6}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",0,10,0,10,0,0,0,10,0,10,0,0,1.0,11.1,359.7
harfbuzz,8980,/src/harfbuzz/src/hb-open-file.hh,hb-open-file.hh,516,5,T,    case TTCTag:	return_trace (u.ttcHeader.sanitize (c));,2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":8,""loser_blocked"":10,""prob_div"":0.8,""dur_div"":7.7,""hit_div"":19.6},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":10.3,""hit_div"":22.0}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",0,10,0,8,2,0,0,10,0,10,0,0,1.0,10.3,22.0
harfbuzz,9021,/src/harfbuzz/src/hb-ot-color.cc,hb-ot-color.cc,330,43,T,  return face->table.CBDT->has_data () || face->table.sbix->has_data ();,2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":7,""loser_blocked"":10,""prob_div"":0.7,""dur_div"":5.6,""hit_div"":2.1},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":9.2,""hit_div"":7.0}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",0,10,0,7,3,0,0,10,0,10,0,0,1.0,9.2,7.0
harfbuzz,9022,/src/harfbuzz/src/hb-ot-color.cc,hb-ot-color.cc,353,7,T,  if (font->face->table.sbix->has_data ()),2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":7,""loser_blocked"":10,""prob_div"":0.7,""dur_div"":5.6,""hit_div"":2.1},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":9.2,""hit_div"":7.0}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",0,10,0,7,3,0,0,10,0,10,0,0,1.0,9.2,7.0
harfbuzz,9061,/src/harfbuzz/src/hb-ot-layout-common.hh,hb-ot-layout-common.hh,983,9,F,    if (reqFeatureIndex == 0xFFFFu),2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":7,""loser_blocked"":10,""prob_div"":0.7,""dur_div"":5.0,""hit_div"":7.3},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":5.35,""hit_div"":4.1}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",0,10,0,7,3,0,0,10,0,10,0,0,1.0,5.35,7.3
harfbuzz,9105,/src/harfbuzz/src/hb-ot-layout-gsubgpos.hh,hb-ot-layout-gsubgpos.hh,4239,5,T,    case 1: return this+u.version1.scriptList;,2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.35,""hit_div"":114818.7},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.75,""hit_div"":100620.0}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",0,10,0,10,0,0,0,10,0,10,0,0,1.0,11.75,114818.7
harfbuzz,9106,/src/harfbuzz/src/hb-ot-layout-gsubgpos.hh,hb-ot-layout-gsubgpos.hh,4241,5,T,    case 2: return this+u.version2.scriptList;,2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":9.75,""hit_div"":4532.0},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.0,""hit_div"":4394.2}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",0,10,0,10,0,0,0,10,0,10,0,0,1.0,11.0,4532.0
harfbuzz,9107,/src/harfbuzz/src/hb-ot-layout-gsubgpos.hh,hb-ot-layout-gsubgpos.hh,4243,5,F,    default: return Null (ScriptList);,2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.35,""hit_div"":119294.1},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.8,""hit_div"":105190.0}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",0,10,0,10,0,0,0,10,0,10,0,0,1.0,11.8,119294.1
harfbuzz,9108,/src/harfbuzz/src/hb-ot-layout-gsubgpos.hh,hb-ot-layout-gsubgpos.hh,4249,5,T,    case 1: return this+u.version1.featureList;,2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.35,""hit_div"":15204.8},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.75,""hit_div"":11729.0}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",0,10,0,10,0,0,0,10,0,10,0,0,1.0,11.75,15204.8
